event_id,game_date,season,home_team,away_team,source_team,game_key
bbr-MEM-17,"Sat, Nov 21, 2026",2026-27,MIN,MEM,MEM,"Sat, Nov 21, 2026|MIN|MEM"
bbr-MEM-20,"Fri, Nov 27, 2026",2026-27,MIN,MEM,MEM,"Fri, Nov 27, 2026|MIN|MEM"
bbr-MEM-22,"Tue, Dec 1, 2026",2026-27,PHI,MEM,MEM,"Tue, Dec 1, 2026|PHI|MEM"
bbr-MEM-24,"Sat, Dec 12, 2026",2026-27,MEM,MIL,MEM,"Sat, Dec 12, 2026|MEM|MIL"
bbr-MEM-26,"Wed, Dec 16, 2026",2026-27,MEM,MIA,MEM,"Wed, Dec 16, 2026|MEM|MIA"
bbr-MEM-28,"Sun, Dec 20, 2026",2026-27,MEM,PHO,MEM,"Sun, Dec 20, 2026|MEM|PHO"
bbr-MEM-29,"Mon, Dec 21, 2026",2026-27,NOP,MEM,MEM,"Mon, Dec 21, 2026|NOP|MEM"
bbr-MEM-30,"Wed, Dec 23, 2026",2026-27,MEM,TOR,MEM,"Wed, Dec 23, 2026|MEM|TOR"
bbr-MEM-33,"Tue, Dec 29, 2026",2026-27,MEM,SAS,MEM,"Tue, Dec 29, 2026|MEM|SAS"
bbr-MEM-34,"Sun, Jan 3, 2027",2026-27,ORL,MEM,MEM,"Sun, Jan 3, 2027|ORL|MEM"
bbr-MEM-35,"Tue, Jan 5, 2027",2026-27,MIA,MEM,MEM,"Tue, Jan 5, 2027|MIA|MEM"
bbr-MEM-37,"Fri, Jan 8, 2027",2026-27,SAS,MEM,MEM,"Fri, Jan 8, 2027|SAS|MEM"
bbr-MEM-43,"Wed, Jan 20, 2027",2026-27,PHO,MEM,MEM,"Wed, Jan 20, 2027|PHO|MEM"
bbr-MEM-44,"Fri, Jan 22, 2027",2026-27,OKC,MEM,MEM,"Fri, Jan 22, 2027|OKC|MEM"
bbr-MEM-45,"Mon, Jan 25, 2027",2026-27,MEM,MIN,MEM,"Mon, Jan 25, 2027|MEM|MIN"
bbr-MEM-46,"Thu, Jan 28, 2027",2026-27,OKC,MEM,MEM,"Thu, Jan 28, 2027|OKC|MEM"
bbr-MEM-47,"Sat, Jan 30, 2027",2026-27,UTA,MEM,MEM,"Sat, Jan 30, 2027|UTA|MEM"
bbr-MEM-48,"Mon, Feb 1, 2027",2026-27,MIL,MEM,MEM,"Mon, Feb 1, 2027|MIL|MEM"
bbr-MEM-49,"Wed, Feb 3, 2027",2026-27,MEM,PHI,MEM,"Wed, Feb 3, 2027|MEM|PHI"
bbr-MEM-50,"Sat, Feb 6, 2027",2026-27,MEM,POR,MEM,"Sat, Feb 6, 2027|MEM|POR"
bbr-MEM-51,"Mon, Feb 8, 2027",2026-27,MEM,POR,MEM,"Mon, Feb 8, 2027|MEM|POR"
bbr-MEM-52,"Wed, Feb 10, 2027",2026-27,MEM,ORL,MEM,"Wed, Feb 10, 2027|MEM|ORL"
bbr-MEM-54,"Mon, Feb 15, 2027",2026-27,MEM,NYK,MEM,"Mon, Feb 15, 2027|MEM|NYK"
bbr-MEM-55,"Wed, Feb 17, 2027",2026-27,MEM,SAS,MEM,"Wed, Feb 17, 2027|MEM|SAS"
bbr-MEM-57,"Fri, Feb 26, 2027",2026-27,SAS,MEM,MEM,"Fri, Feb 26, 2027|SAS|MEM"
bbr-MEM-58,"Sat, Feb 27, 2027",2026-27,MEM,SAC,MEM,"Sat, Feb 27, 2027|MEM|SAC"
bbr-MEM-59,"Tue, Mar 2, 2027",2026-27,NYK,MEM,MEM,"Tue, Mar 2, 2027|NYK|MEM"
bbr-MEM-61,"Sat, Mar 6, 2027",2026-27,MEM,NOP,MEM,"Sat, Mar 6, 2027|MEM|NOP"
bbr-MEM-66,"Mon, Mar 15, 2027",2026-27,MEM,PHO,MEM,"Mon, Mar 15, 2027|MEM|PHO"
bbr-MEM-69,"Sat, Mar 20, 2027",2026-27,MEM,OKC,MEM,"Sat, Mar 20, 2027|MEM|OKC"
bbr-MEM-78,"Wed, Apr 7, 2027",2026-27,MEM,WAS,MEM,"Wed, Apr 7, 2027|MEM|WAS"
bbr-MEM-79,"Fri, Apr 9, 2027",2026-27,PHO,MEM,MEM,"Fri, Apr 9, 2027|PHO|MEM"
bbr-MIA-1,"Wed, Oct 21, 2026",2026-27,MIA,MIN,MIA,"Wed, Oct 21, 2026|MIA|MIN"
bbr-MIA-10,"Sun, Nov 8, 2026",2026-27,SAC,MIA,MIA,"Sun, Nov 8, 2026|SAC|MIA"
bbr-MIA-11,"Tue, Nov 10, 2026",2026-27,UTA,MIA,MIA,"Tue, Nov 10, 2026|UTA|MIA"
bbr-MIA-15,"Wed, Nov 18, 2026",2026-27,MIA,MIL,MIA,"Wed, Nov 18, 2026|MIA|MIL"
bbr-MIA-16,"Sun, Nov 22, 2026",2026-27,MIA,OKC,MIA,"Sun, Nov 22, 2026|MIA|OKC"
bbr-MIA-17,"Wed, Nov 25, 2026",2026-27,PHI,MIA,MIA,"Wed, Nov 25, 2026|PHI|MIA"
bbr-MIA-18,"Fri, Nov 27, 2026",2026-27,NYK,MIA,MIA,"Fri, Nov 27, 2026|NYK|MIA"
bbr-MIA-21,"Thu, Dec 3, 2026",2026-27,MIA,WAS,MIA,"Thu, Dec 3, 2026|MIA|WAS"
bbr-MIA-22,"Sat, Dec 12, 2026",2026-27,MIA,NYK,MIA,"Sat, Dec 12, 2026|MIA|NYK"
bbr-MIA-26,"Sun, Dec 20, 2026",2026-27,MIA,SAC,MIA,"Sun, Dec 20, 2026|MIA|SAC"
bbr-MIA-32,"Thu, Dec 31, 2026",2026-27,OKC,MIA,MIA,"Thu, Dec 31, 2026|OKC|MIA"
bbr-MIA-33,"Sat, Jan 2, 2027",2026-27,NOP,MIA,MIA,"Sat, Jan 2, 2027|NOP|MIA"
bbr-MIA-36,"Fri, Jan 8, 2027",2026-27,PHI,MIA,MIA,"Fri, Jan 8, 2027|PHI|MIA"
bbr-MIA-37,"Sun, Jan 10, 2027",2026-27,MIA,NOP,MIA,"Sun, Jan 10, 2027|MIA|NOP"
bbr-MIA-39,"Thu, Jan 14, 2027",2026-27,NYK,MIA,MIA,"Thu, Jan 14, 2027|NYK|MIA"
bbr-MIA-40,"Fri, Jan 15, 2027",2026-27,TOR,MIA,MIA,"Fri, Jan 15, 2027|TOR|MIA"
bbr-MIA-42,"Tue, Jan 19, 2027",2026-27,MIA,POR,MIA,"Tue, Jan 19, 2027|MIA|POR"
bbr-MIA-43,"Wed, Jan 20, 2027",2026-27,SAS,MIA,MIA,"Wed, Jan 20, 2027|SAS|MIA"
bbr-MIA-46,"Thu, Jan 28, 2027",2026-27,MIL,MIA,MIA,"Thu, Jan 28, 2027|MIL|MIA"
bbr-MIA-47,"Sat, Jan 30, 2027",2026-27,MIA,PHI,MIA,"Sat, Jan 30, 2027|MIA|PHI"
bbr-MIA-50,"Thu, Feb 4, 2027",2026-27,MIA,MIL,MIA,"Thu, Feb 4, 2027|MIA|MIL"
bbr-MIA-51,"Sat, Feb 6, 2027",2026-27,MIN,MIA,MIA,"Sat, Feb 6, 2027|MIN|MIA"
bbr-MIA-53,"Wed, Feb 10, 2027",2026-27,WAS,MIA,MIA,"Wed, Feb 10, 2027|WAS|MIA"
bbr-MIA-54,"Fri, Feb 12, 2027",2026-27,ORL,MIA,MIA,"Fri, Feb 12, 2027|ORL|MIA"
bbr-MIA-56,"Mon, Feb 15, 2027",2026-27,MIA,SAS,MIA,"Mon, Feb 15, 2027|MIA|SAS"
bbr-MIA-57,"Wed, Feb 17, 2027",2026-27,WAS,MIA,MIA,"Wed, Feb 17, 2027|WAS|MIA"
bbr-MIA-60,"Tue, Mar 2, 2027",2026-27,MIA,TOR,MIA,"Tue, Mar 2, 2027|MIA|TOR"
bbr-MIA-61,"Wed, Mar 3, 2027",2026-27,MIA,TOR,MIA,"Wed, Mar 3, 2027|MIA|TOR"
bbr-MIA-63,"Mon, Mar 8, 2027",2026-27,MIA,PHO,MIA,"Mon, Mar 8, 2027|MIA|PHO"
bbr-MIA-64,"Wed, Mar 10, 2027",2026-27,MIA,ORL,MIA,"Wed, Mar 10, 2027|MIA|ORL"
bbr-MIA-65,"Fri, Mar 12, 2027",2026-27,MIL,MIA,MIA,"Fri, Mar 12, 2027|MIL|MIA"
bbr-MIA-67,"Wed, Mar 17, 2027",2026-27,POR,MIA,MIA,"Wed, Mar 17, 2027|POR|MIA"
bbr-MIA-68,"Fri, Mar 19, 2027",2026-27,PHO,MIA,MIA,"Fri, Mar 19, 2027|PHO|MIA"
bbr-MIA-71,"Thu, Mar 25, 2027",2026-27,MIA,UTA,MIA,"Thu, Mar 25, 2027|MIA|UTA"
bbr-MIA-77,"Mon, Apr 5, 2027",2026-27,ORL,MIA,MIA,"Mon, Apr 5, 2027|ORL|MIA"
bbr-MIA-78,"Thu, Apr 8, 2027",2026-27,MIA,PHI,MIA,"Thu, Apr 8, 2027|MIA|PHI"
bbr-MIA-79,"Fri, Apr 9, 2027",2026-27,MIA,WAS,MIA,"Fri, Apr 9, 2027|MIA|WAS"
bbr-MIA-80,"Sun, Apr 11, 2027",2026-27,MIA,ORL,MIA,"Sun, Apr 11, 2027|MIA|ORL"
bbr-MIL-1,"Wed, Oct 21, 2026",2026-27,WAS,MIL,MIL,"Wed, Oct 21, 2026|WAS|MIL"
bbr-MIL-3,"Sat, Oct 24, 2026",2026-27,PHI,MIL,MIL,"Sat, Oct 24, 2026|PHI|MIL"
bbr-MIL-7,"Mon, Nov 2, 2026",2026-27,MIN,MIL,MIL,"Mon, Nov 2, 2026|MIN|MIL"
bbr-MIL-9,"Fri, Nov 6, 2026",2026-27,MIL,TOR,MIL,"Fri, Nov 6, 2026|MIL|TOR"
bbr-MIL-11,"Tue, Nov 10, 2026",2026-27,NYK,MIL,MIL,"Tue, Nov 10, 2026|NYK|MIL"
bbr-MIL-13,"Fri, Nov 13, 2026",2026-27,ORL,MIL,MIL,"Fri, Nov 13, 2026|ORL|MIL"
bbr-MIL-16,"Thu, Nov 19, 2026",2026-27,MIL,POR,MIL,"Thu, Nov 19, 2026|MIL|POR"
bbr-MIL-17,"Sat, Nov 21, 2026",2026-27,PHI,MIL,MIL,"Sat, Nov 21, 2026|PHI|MIL"
bbr-MIL-18,"Mon, Nov 23, 2026",2026-27,TOR,MIL,MIL,"Mon, Nov 23, 2026|TOR|MIL"
bbr-MIL-21,"Sat, Nov 28, 2026",2026-27,MIL,OKC,MIL,"Sat, Nov 28, 2026|MIL|OKC"
bbr-MIL-22,"Mon, Nov 30, 2026",2026-27,MIL,SAS,MIL,"Mon, Nov 30, 2026|MIL|SAS"
bbr-MIL-23,"Wed, Dec 2, 2026",2026-27,MIL,NYK,MIL,"Wed, Dec 2, 2026|MIL|NYK"
bbr-MIL-27,"Fri, Dec 18, 2026",2026-27,MIL,PHO,MIL,"Fri, Dec 18, 2026|MIL|PHO"
bbr-MIL-29,"Mon, Dec 21, 2026",2026-27,SAS,MIL,MIL,"Mon, Dec 21, 2026|SAS|MIL"
bbr-MIL-30,"Wed, Dec 23, 2026",2026-27,MIL,MIN,MIL,"Wed, Dec 23, 2026|MIL|MIN"
bbr-MIL-31,"Sun, Dec 27, 2026",2026-27,ORL,MIL,MIL,"Sun, Dec 27, 2026|ORL|MIL"
bbr-MIL-32,"Tue, Dec 29, 2026",2026-27,OKC,MIL,MIL,"Tue, Dec 29, 2026|OKC|MIL"
bbr-MIL-34,"Fri, Jan 1, 2027",2026-27,MIL,PHI,MIL,"Fri, Jan 1, 2027|MIL|PHI"
bbr-MIL-43,"Wed, Jan 20, 2027",2026-27,SAC,MIL,MIL,"Wed, Jan 20, 2027|SAC|MIL"
bbr-MIL-46,"Tue, Jan 26, 2027",2026-27,UTA,MIL,MIL,"Tue, Jan 26, 2027|UTA|MIL"
bbr-MIL-51,"Sat, Feb 6, 2027",2026-27,TOR,MIL,MIL,"Sat, Feb 6, 2027|TOR|MIL"
bbr-MIL-52,"Mon, Feb 8, 2027",2026-27,MIL,ORL,MIL,"Mon, Feb 8, 2027|MIL|ORL"
bbr-MIL-53,"Tue, Feb 9, 2027",2026-27,MIL,SAC,MIL,"Tue, Feb 9, 2027|MIL|SAC"
bbr-MIL-55,"Sat, Feb 13, 2027",2026-27,WAS,MIL,MIL,"Sat, Feb 13, 2027|WAS|MIL"
bbr-MIL-58,"Thu, Feb 25, 2027",2026-27,MIL,WAS,MIL,"Thu, Feb 25, 2027|MIL|WAS"
bbr-MIL-59,"Sun, Feb 28, 2027",2026-27,NYK,MIL,MIL,"Sun, Feb 28, 2027|NYK|MIL"
bbr-MIL-61,"Wed, Mar 3, 2027",2026-27,MIL,UTA,MIL,"Wed, Mar 3, 2027|MIL|UTA"
bbr-MIL-62,"Fri, Mar 5, 2027",2026-27,NOP,MIL,MIL,"Fri, Mar 5, 2027|NOP|MIL"
bbr-MIL-66,"Tue, Mar 16, 2027",2026-27,MIL,ORL,MIL,"Tue, Mar 16, 2027|MIL|ORL"
bbr-MIL-69,"Mon, Mar 22, 2027",2026-27,MIL,WAS,MIL,"Mon, Mar 22, 2027|MIL|WAS"
bbr-MIL-71,"Fri, Mar 26, 2027",2026-27,PHO,MIL,MIL,"Fri, Mar 26, 2027|PHO|MIL"
bbr-MIL-72,"Sat, Mar 27, 2027",2026-27,POR,MIL,MIL,"Sat, Mar 27, 2027|POR|MIL"
bbr-MIL-74,"Wed, Mar 31, 2027",2026-27,MIL,NOP,MIL,"Wed, Mar 31, 2027|MIL|NOP"
bbr-MIL-78,"Thu, Apr 8, 2027",2026-27,MIL,NYK,MIL,"Thu, Apr 8, 2027|MIL|NYK"
bbr-MIN-2,"Fri, Oct 23, 2026",2026-27,ORL,MIN,MIN,"Fri, Oct 23, 2026|ORL|MIN"
bbr-MIN-3,"Sun, Oct 25, 2026",2026-27,MIN,TOR,MIN,"Sun, Oct 25, 2026|MIN|TOR"
bbr-MIN-7,"Sat, Oct 31, 2026",2026-27,SAS,MIN,MIN,"Sat, Oct 31, 2026|SAS|MIN"
bbr-MIN-10,"Fri, Nov 6, 2026",2026-27,NOP,MIN,MIN,"Fri, Nov 6, 2026|NOP|MIN"
bbr-MIN-11,"Sun, Nov 8, 2026",2026-27,MIN,UTA,MIN,"Sun, Nov 8, 2026|MIN|UTA"
bbr-MIN-14,"Mon, Nov 16, 2026",2026-27,MIN,POR,MIN,"Mon, Nov 16, 2026|MIN|POR"
bbr-MIN-15,"Tue, Nov 17, 2026",2026-27,MIN,POR,MIN,"Tue, Nov 17, 2026|MIN|POR"
bbr-MIN-16,"Thu, Nov 19, 2026",2026-27,MIN,NYK,MIN,"Thu, Nov 19, 2026|MIN|NYK"
bbr-MIN-19,"Wed, Nov 25, 2026",2026-27,OKC,MIN,MIN,"Wed, Nov 25, 2026|OKC|MIN"
bbr-MIN-21,"Sun, Nov 29, 2026",2026-27,SAC,MIN,MIN,"Sun, Nov 29, 2026|SAC|MIN"
bbr-MIN-22,"Tue, Dec 1, 2026",2026-27,POR,MIN,MIN,"Tue, Dec 1, 2026|POR|MIN"
bbr-MIN-24,"Sat, Dec 12, 2026",2026-27,PHO,MIN,MIN,"Sat, Dec 12, 2026|PHO|MIN"
bbr-MIN-25,"Mon, Dec 14, 2026",2026-27,UTA,MIN,MIN,"Mon, Dec 14, 2026|UTA|MIN"
bbr-MIN-28,"Mon, Dec 21, 2026",2026-27,MIN,PHO,MIN,"Mon, Dec 21, 2026|MIN|PHO"
bbr-MIN-30,"Fri, Dec 25, 2026",2026-27,MIN,OKC,MIN,"Fri, Dec 25, 2026|MIN|OKC"
bbr-MIN-35,"Sun, Jan 3, 2027",2026-27,MIN,SAS,MIN,"Sun, Jan 3, 2027|MIN|SAS"
bbr-MIN-37,"Thu, Jan 7, 2027",2026-27,TOR,MIN,MIN,"Thu, Jan 7, 2027|TOR|MIN"
bbr-MIN-38,"Fri, Jan 8, 2027",2026-27,WAS,MIN,MIN,"Fri, Jan 8, 2027|WAS|MIN"
bbr-MIN-41,"Sat, Jan 16, 2027",2026-27,PHI,MIN,MIN,"Sat, Jan 16, 2027|PHI|MIN"
bbr-MIN-42,"Mon, Jan 18, 2027",2026-27,NYK,MIN,MIN,"Mon, Jan 18, 2027|NYK|MIN"
bbr-MIN-44,"Fri, Jan 22, 2027",2026-27,SAS,MIN,MIN,"Fri, Jan 22, 2027|SAS|MIN"
bbr-MIN-49,"Sun, Jan 31, 2027",2026-27,MIN,PHO,MIN,"Sun, Jan 31, 2027|MIN|PHO"
bbr-MIN-50,"Tue, Feb 2, 2027",2026-27,POR,MIN,MIN,"Tue, Feb 2, 2027|POR|MIN"
bbr-MIN-51,"Thu, Feb 4, 2027",2026-27,SAC,MIN,MIN,"Thu, Feb 4, 2027|SAC|MIN"
bbr-MIN-53,"Sun, Feb 7, 2027",2026-27,MIN,UTA,MIN,"Sun, Feb 7, 2027|MIN|UTA"
bbr-MIN-57,"Thu, Feb 18, 2027",2026-27,MIN,SAS,MIN,"Thu, Feb 18, 2027|MIN|SAS"
bbr-MIN-60,"Tue, Mar 2, 2027",2026-27,OKC,MIN,MIN,"Tue, Mar 2, 2027|OKC|MIN"
bbr-MIN-61,"Fri, Mar 5, 2027",2026-27,PHO,MIN,MIN,"Fri, Mar 5, 2027|PHO|MIN"
bbr-MIN-63,"Mon, Mar 8, 2027",2026-27,MIN,NOP,MIN,"Mon, Mar 8, 2027|MIN|NOP"
bbr-MIN-65,"Sat, Mar 13, 2027",2026-27,MIN,PHI,MIN,"Sat, Mar 13, 2027|MIN|PHI"
bbr-MIN-66,"Sun, Mar 14, 2027",2026-27,MIN,WAS,MIN,"Sun, Mar 14, 2027|MIN|WAS"
bbr-MIN-67,"Tue, Mar 16, 2027",2026-27,NOP,MIN,MIN,"Tue, Mar 16, 2027|NOP|MIN"
bbr-MIN-68,"Thu, Mar 18, 2027",2026-27,UTA,MIN,MIN,"Thu, Mar 18, 2027|UTA|MIN"
bbr-MIN-71,"Fri, Mar 26, 2027",2026-27,MIN,ORL,MIN,"Fri, Mar 26, 2027|MIN|ORL"
bbr-MIN-72,"Sun, Mar 28, 2027",2026-27,MIN,OKC,MIN,"Sun, Mar 28, 2027|MIN|OKC"
bbr-MIN-74,"Wed, Mar 31, 2027",2026-27,MIN,SAC,MIN,"Wed, Mar 31, 2027|MIN|SAC"
bbr-NOP-2,"Fri, Oct 23, 2026",2026-27,UTA,NOP,NOP,"Fri, Oct 23, 2026|UTA|NOP"
bbr-NOP-5,"Thu, Oct 29, 2026",2026-27,NOP,SAC,NOP,"Thu, Oct 29, 2026|NOP|SAC"
bbr-NOP-8,"Wed, Nov 4, 2026",2026-27,NOP,UTA,NOP,"Wed, Nov 4, 2026|NOP|UTA"
bbr-NOP-17,"Fri, Nov 20, 2026",2026-27,OKC,NOP,NOP,"Fri, Nov 20, 2026|OKC|NOP"
bbr-NOP-18,"Sat, Nov 21, 2026",2026-27,SAS,NOP,NOP,"Sat, Nov 21, 2026|SAS|NOP"
bbr-NOP-19,"Mon, Nov 23, 2026",2026-27,NOP,PHO,NOP,"Mon, Nov 23, 2026|NOP|PHO"
bbr-NOP-21,"Sun, Nov 29, 2026",2026-27,POR,NOP,NOP,"Sun, Nov 29, 2026|POR|NOP"
bbr-NOP-22,"Mon, Nov 30, 2026",2026-27,SAC,NOP,NOP,"Mon, Nov 30, 2026|SAC|NOP"
bbr-NOP-24,"Sun, Dec 13, 2026",2026-27,SAC,NOP,NOP,"Sun, Dec 13, 2026|SAC|NOP"
bbr-NOP-26,"Wed, Dec 16, 2026",2026-27,NOP,NYK,NOP,"Wed, Dec 16, 2026|NOP|NYK"
bbr-NOP-27,"Fri, Dec 18, 2026",2026-27,NOP,SAC,NOP,"Fri, Dec 18, 2026|NOP|SAC"
bbr-NOP-28,"Sun, Dec 20, 2026",2026-27,NOP,SAS,NOP,"Sun, Dec 20, 2026|NOP|SAS"
bbr-NOP-30,"Wed, Dec 23, 2026",2026-27,NOP,OKC,NOP,"Wed, Dec 23, 2026|NOP|OKC"
bbr-NOP-32,"Mon, Dec 28, 2026",2026-27,TOR,NOP,NOP,"Mon, Dec 28, 2026|TOR|NOP"
bbr-NOP-37,"Wed, Jan 6, 2027",2026-27,NOP,POR,NOP,"Wed, Jan 6, 2027|NOP|POR"
bbr-NOP-38,"Fri, Jan 8, 2027",2026-27,NOP,ORL,NOP,"Fri, Jan 8, 2027|NOP|ORL"
bbr-NOP-40,"Thu, Jan 14, 2027",2026-27,SAS,NOP,NOP,"Thu, Jan 14, 2027|SAS|NOP"
bbr-NOP-41,"Sun, Jan 17, 2027",2026-27,NOP,SAS,NOP,"Sun, Jan 17, 2027|NOP|SAS"
bbr-NOP-42,"Wed, Jan 20, 2027",2026-27,NOP,OKC,NOP,"Wed, Jan 20, 2027|NOP|OKC"
bbr-NOP-46,"Thu, Jan 28, 2027",2026-27,NOP,PHI,NOP,"Thu, Jan 28, 2027|NOP|PHI"
bbr-NOP-48,"Mon, Feb 1, 2027",2026-27,PHI,NOP,NOP,"Mon, Feb 1, 2027|PHI|NOP"
bbr-NOP-49,"Tue, Feb 2, 2027",2026-27,ORL,NOP,NOP,"Tue, Feb 2, 2027|ORL|NOP"
bbr-NOP-50,"Thu, Feb 4, 2027",2026-27,WAS,NOP,NOP,"Thu, Feb 4, 2027|WAS|NOP"
bbr-NOP-56,"Tue, Feb 16, 2027",2026-27,POR,NOP,NOP,"Tue, Feb 16, 2027|POR|NOP"
bbr-NOP-58,"Thu, Feb 25, 2027",2026-27,NOP,PHO,NOP,"Thu, Feb 25, 2027|NOP|PHO"
bbr-NOP-59,"Sat, Feb 27, 2027",2026-27,PHO,NOP,NOP,"Sat, Feb 27, 2027|PHO|NOP"
bbr-NOP-60,"Mon, Mar 1, 2027",2026-27,NOP,UTA,NOP,"Mon, Mar 1, 2027|NOP|UTA"
bbr-NOP-66,"Fri, Mar 12, 2027",2026-27,NOP,TOR,NOP,"Fri, Mar 12, 2027|NOP|TOR"
bbr-NOP-72,"Tue, Mar 23, 2027",2026-27,NYK,NOP,NOP,"Tue, Mar 23, 2027|NYK|NOP"
bbr-NOP-76,"Sat, Apr 3, 2027",2026-27,OKC,NOP,NOP,"Sat, Apr 3, 2027|OKC|NOP"
bbr-NOP-77,"Mon, Apr 5, 2027",2026-27,NOP,WAS,NOP,"Mon, Apr 5, 2027|NOP|WAS"
bbr-NOP-79,"Thu, Apr 8, 2027",2026-27,UTA,NOP,NOP,"Thu, Apr 8, 2027|UTA|NOP"
bbr-NYK-1,"Tue, Oct 20, 2026",2026-27,NYK,PHI,NYK,"Tue, Oct 20, 2026|NYK|PHI"
bbr-NYK-3,"Sun, Oct 25, 2026",2026-27,NYK,ORL,NYK,"Sun, Oct 25, 2026|NYK|ORL"
bbr-NYK-6,"Fri, Oct 30, 2026",2026-27,PHI,NYK,NYK,"Fri, Oct 30, 2026|PHI|NYK"
bbr-NYK-13,"Sun, Nov 15, 2026",2026-27,TOR,NYK,NYK,"Sun, Nov 15, 2026|TOR|NYK"
bbr-NYK-14,"Tue, Nov 17, 2026",2026-27,TOR,NYK,NYK,"Tue, Nov 17, 2026|TOR|NYK"
bbr-NYK-16,"Sat, Nov 21, 2026",2026-27,NYK,POR,NYK,"Sat, Nov 21, 2026|NYK|POR"
bbr-NYK-26,"Fri, Dec 18, 2026",2026-27,WAS,NYK,NYK,"Fri, Dec 18, 2026|WAS|NYK"
bbr-NYK-28,"Wed, Dec 23, 2026",2026-27,NYK,UTA,NYK,"Wed, Dec 23, 2026|NYK|UTA"
bbr-NYK-29,"Fri, Dec 25, 2026",2026-27,NYK,SAS,NYK,"Fri, Dec 25, 2026|NYK|SAS"
bbr-NYK-31,"Wed, Dec 30, 2026",2026-27,UTA,NYK,NYK,"Wed, Dec 30, 2026|UTA|NYK"
bbr-NYK-32,"Thu, Dec 31, 2026",2026-27,PHO,NYK,NYK,"Thu, Dec 31, 2026|PHO|NYK"
bbr-NYK-34,"Mon, Jan 4, 2027",2026-27,POR,NYK,NYK,"Mon, Jan 4, 2027|POR|NYK"
bbr-NYK-36,"Fri, Jan 8, 2027",2026-27,SAC,NYK,NYK,"Fri, Jan 8, 2027|SAC|NYK"
bbr-NYK-42,"Wed, Jan 20, 2027",2026-27,NYK,TOR,NYK,"Wed, Jan 20, 2027|NYK|TOR"
bbr-NYK-45,"Tue, Jan 26, 2027",2026-27,NYK,PHO,NYK,"Tue, Jan 26, 2027|NYK|PHO"
bbr-NYK-50,"Thu, Feb 4, 2027",2026-27,NYK,TOR,NYK,"Thu, Feb 4, 2027|NYK|TOR"
bbr-NYK-51,"Sun, Feb 7, 2027",2026-27,OKC,NYK,NYK,"Sun, Feb 7, 2027|OKC|NYK"
bbr-NYK-53,"Thu, Feb 11, 2027",2026-27,PHI,NYK,NYK,"Thu, Feb 11, 2027|PHI|NYK"
bbr-NYK-57,"Thu, Feb 25, 2027",2026-27,NYK,OKC,NYK,"Thu, Feb 25, 2027|NYK|OKC"
bbr-NYK-58,"Sat, Feb 27, 2027",2026-27,NYK,PHI,NYK,"Sat, Feb 27, 2027|NYK|PHI"
bbr-NYK-62,"Sun, Mar 7, 2027",2026-27,SAS,NYK,NYK,"Sun, Mar 7, 2027|SAS|NYK"
bbr-NYK-66,"Tue, Mar 16, 2027",2026-27,WAS,NYK,NYK,"Tue, Mar 16, 2027|WAS|NYK"
bbr-NYK-67,"Wed, Mar 17, 2027",2026-27,NYK,SAC,NYK,"Wed, Mar 17, 2027|NYK|SAC"
bbr-NYK-68,"Sat, Mar 20, 2027",2026-27,NYK,WAS,NYK,"Sat, Mar 20, 2027|NYK|WAS"
bbr-NYK-72,"Sun, Mar 28, 2027",2026-27,ORL,NYK,NYK,"Sun, Mar 28, 2027|ORL|NYK"
bbr-NYK-73,"Tue, Mar 30, 2027",2026-27,ORL,NYK,NYK,"Tue, Mar 30, 2027|ORL|NYK"
bbr-OKC-1,"Tue, Oct 20, 2026",2026-27,SAS,OKC,OKC,"Tue, Oct 20, 2026|SAS|OKC"
bbr-OKC-4,"Mon, Oct 26, 2026",2026-27,OKC,PHO,OKC,"Mon, Oct 26, 2026|OKC|PHO"
bbr-OKC-10,"Sat, Nov 7, 2026",2026-27,OKC,WAS,OKC,"Sat, Nov 7, 2026|OKC|WAS"
bbr-OKC-11,"Tue, Nov 10, 2026",2026-27,POR,OKC,OKC,"Tue, Nov 10, 2026|POR|OKC"
bbr-OKC-12,"Wed, Nov 11, 2026",2026-27,POR,OKC,OKC,"Wed, Nov 11, 2026|POR|OKC"
bbr-OKC-14,"Sun, Nov 15, 2026",2026-27,SAC,OKC,OKC,"Sun, Nov 15, 2026|SAC|OKC"
bbr-OKC-23,"Sun, Dec 13, 2026",2026-27,OKC,TOR,OKC,"Sun, Dec 13, 2026|OKC|TOR"
bbr-OKC-24,"Wed, Dec 16, 2026",2026-27,OKC,SAC,OKC,"Wed, Dec 16, 2026|OKC|SAC"
bbr-OKC-33,"Sat, Jan 2, 2027",2026-27,OKC,UTA,OKC,"Sat, Jan 2, 2027|OKC|UTA"
bbr-OKC-34,"Sun, Jan 3, 2027",2026-27,OKC,SAC,OKC,"Sun, Jan 3, 2027|OKC|SAC"
bbr-OKC-35,"Wed, Jan 6, 2027",2026-27,PHI,OKC,OKC,"Wed, Jan 6, 2027|PHI|OKC"
bbr-OKC-36,"Thu, Jan 7, 2027",2026-27,WAS,OKC,OKC,"Thu, Jan 7, 2027|WAS|OKC"
bbr-OKC-37,"Sun, Jan 10, 2027",2026-27,ORL,OKC,OKC,"Sun, Jan 10, 2027|ORL|OKC"
bbr-OKC-39,"Fri, Jan 15, 2027",2026-27,OKC,UTA,OKC,"Fri, Jan 15, 2027|OKC|UTA"
