transaction_type,transaction_date,description,team_abbr,player_id,player_slug,group_sort
Signing,2026-07-29,Memphis Grizzlies signed forward Karim Lopez to a Rookie Scale Contract.,MEM,1643510.0,karim-lopez,Signing 1153251
Trade,2026-07-28,LA Clippers received forward Johni Broome from Philadelphia 76ers.,LAC,1641780.0,johni-broome,Trade 2026011
Trade,2026-07-28,LA Clippers received draft consideration from Philadelphia 76ers.,LAC,0.0,,Trade 2026011
Signing,2026-07-27,Los Angeles Lakers signed guard Matisse Thybulle to a Contract.,LAL,1629680.0,matisse-thybulle,Signing 1153237
Waive,2026-07-27,Sacramento Kings waived guard Isaiah Stevens.,SAC,1641815.0,isaiah-stevens,Waive 1153235
Signing,2026-07-26,Philadelphia 76ers signed forward LeBron James to a Contract.,PHI,2544.0,lebron-james,Signing 1153231
Waive,2026-07-25,Memphis Grizzlies waived guard Kentavious Caldwell-Pope.,MEM,203484.0,kentavious-caldwell-pope,Waive 1153232
Waive,2026-07-25,Philadelphia 76ers waived forward Dalen Terry.,PHI,1631207.0,dalen-terry,Waive 1153233
Signing,2026-07-24,Portland Trail Blazers signed guard John Tonje to a Two-Way Contract.,POR,1642910.0,john-tonje,Signing 1153221
Signing,2026-07-23,Boston Celtics re-signed guard Jordan Walsh to a Veteran Extension.,BOS,1641775.0,jordan-walsh,Signing 1153205
Signing,2026-07-23,Houston Rockets re-signed forward Jae'Sean Tate to a Contract.,HOU,1630256.0,jaesean-tate,Signing 1153206
Signing,2026-07-23,New Orleans Pelicans signed guard Jaron Pierre Jr. to a Two-Way Contract.,NOP,1643555.0,jaron-pierre-jr,Signing 1153215
Signing,2026-07-22,Indiana Pacers re-signed forward Jalen Slawson to a Two-Way Contract.,IND,1641771.0,jalen-slawson,Signing 1153197
Signing,2026-07-22,Atlanta Hawks signed forward Jalen Wilson to a Two-Way Contract.,ATL,1630592.0,jalen-wilson,Signing 1153198
Signing,2026-07-22,San Antonio Spurs re-signed guard David Jones Garcia to a Two-Way Contract.,SAS,1642357.0,david-jones-garcia,Signing 1153199
Signing,2026-07-22,Dallas Mavericks signed center Moussa Cisse to a Contract.,DAL,1630619.0,moussa-cisse,Signing 1153200
Signing,2026-07-22,Houston Rockets re-signed forward Isaiah Crawford to a Contract.,HOU,1642384.0,isaiah-crawford,Signing 1153202
Waive,2026-07-22,San Antonio Spurs waived forward Emanuel Miller.,SAS,1641801.0,emanuel-miller,Waive 1153209
Signing,2026-07-21,Los Angeles Lakers signed forward Arthur Kaluma to a Two-Way Contract.,LAL,1641751.0,arthur-kaluma,Signing 1153196
Waive,2026-07-21,Los Angeles Lakers waived guard Peter Suder.,LAL,1643614.0,peter-suder,Waive 1153195
Signing,2026-07-20,Dallas Mavericks signed guard Jett Howard to a Two-Way Contract.,DAL,1641724.0,jett-howard,Signing 1153189
Waive,2026-07-20,Indiana Pacers waived guard Taelon Peter.,IND,1643007.0,taelon-peter,Waive 1153187
Waive,2026-07-20,Dallas Mavericks waived forward Tyler Smith.,DAL,1641890.0,tyler-smith,Waive 1153188
Signing,2026-07-19,Los Angeles Lakers signed forward Ziaire Williams to a Contract.,LAL,1630533.0,ziaire-williams,Signing 1153183
Trade,2026-07-19,Atlanta Hawks received guard Ryan Nembhard from Dallas Mavericks.,ATL,1642948.0,ryan-nembhard,Trade 2026010
Trade,2026-07-19,Atlanta Hawks received guard Luguentz Dort from Oklahoma City Thunder.,ATL,1629652.0,luguentz-dort,Trade 2026010
Trade,2026-07-19,Dallas Mavericks received forward Zaccharie Risacher from Atlanta Hawks.,DAL,1642258.0,zaccharie-risacher,Trade 2026010
Trade,2026-07-19,Dallas Mavericks received draft consideration from Atlanta Hawks.,DAL,0.0,,Trade 2026010
Trade,2026-07-19,Oklahoma City Thunder received draft consideration from Atlanta Hawks.,OKC,0.0,,Trade 2026010
Trade,2026-07-19,Oklahoma City Thunder received draft consideration from Dallas Mavericks.,OKC,0.0,,Trade 2026010
Signing,2026-07-16,Miami Heat re-signed center Vladislav Goldin to a Two-Way Contract.,MIA,1642884.0,vladislav-goldin,Signing 1153136
Signing,2026-07-15,Denver Nuggets signed forward Marvin Bagley III to a Contract.,DEN,1628963.0,marvin-bagley-iii,Signing 1153129
Signing,2026-07-15,Milwaukee Bucks re-signed guard Gary Trent Jr. to a Contract.,MIL,1629018.0,gary-trent-jr,Signing 1153134
Signing,2026-07-14,Phoenix Suns signed guard Luke Kennard to a Contract.,PHO,1628379.0,luke-kennard,Signing 1153123
Signing,2026-07-14,Denver Nuggets re-signed guard Tyus Jones to a Contract.,DEN,1626145.0,tyus-jones,Signing 1153126
Signing,2026-07-13,Memphis Grizzlies signed forward Cameron Boozer to a Rookie Scale Contract.,MEM,1643409.0,cameron-boozer,Signing 1153118
Signing,2026-07-13,San Antonio Spurs re-signed guard Jordan McLaughlin to a Contract.,SAS,1629162.0,jordan-mclaughlin,Signing 1153120
Signing,2026-07-13,Denver Nuggets signed  Alpha Diallo to a Contract.,DEN,1643813.0,alpha-diallo,Signing 1153128
Trade,2026-07-13,Phoenix Suns received forward Miles Bridges from Charlotte Hornets.,PHO,1628970.0,miles-bridges,Trade 2026009
Trade,2026-07-13,Phoenix Suns received draft consideration from Charlotte Hornets.,PHO,0.0,,Trade 2026009
Trade,2026-07-13,Charlotte Hornets received guard Grayson Allen from Phoenix Suns.,CHO,1628960.0,grayson-allen,Trade 2026009
Trade,2026-07-13,Charlotte Hornets received forward Royce O'Neale from Phoenix Suns.,CHO,1626220.0,royce-oneale,Trade 2026009
Trade,2026-07-13,Charlotte Hornets received draft consideration from Phoenix Suns.,CHO,0.0,,Trade 2026009
Signing,2026-07-12,Los Angeles Lakers re-signed guard Austin Reaves to a Contract.,LAL,1630559.0,austin-reaves,Signing 1153109
Signing,2026-07-12,Los Angeles Lakers signed forward Kevon Looney to a Contract.,LAL,1626172.0,kevon-looney,Signing 1153113
Signing,2026-07-11,Minnesota Timberwolves signed forward Isaiah Evans to a Contract.,MIN,1642912.0,isaiah-evans,Signing 1153106
Signing,2026-07-11,Los Angeles Lakers signed guard Collin Sexton to a Contract.,LAL,1629012.0,collin-sexton,Signing 1153108
AwardOnWaivers,2026-07-10,Portland Trail Blazers claimed center Micah Potter off waivers.,POR,1630695.0,micah-potter,AwardedOnWaivers 1153095
Signing,2026-07-10,Dallas Mavericks signed forward Tarik Biberovic to a Contract.,DAL,1641844.0,tarik-biberovic,Signing 1153088
Signing,2026-07-10,Utah Jazz signed center Mo Bamba to a Contract.,UTA,1628964.0,mo-bamba,Signing 1153089
Signing,2026-07-10,New York Knicks re-signed guard Jordan Clarkson to a Contract.,NYK,203903.0,jordan-clarkson,Signing 1153090
Signing,2026-07-10,Houston Rockets signed guard Marcus Smart to a Contract.,HOU,203935.0,marcus-smart,Signing 1153091
Signing,2026-07-10,Minnesota Timberwolves re-signed guard Ayo Dosunmu to a Contract.,MIN,1630245.0,ayo-dosunmu,Signing 1153092
Signing,2026-07-10,Minnesota Timberwolves re-signed guard Jaylen Clark to a Contract.,MIN,1641740.0,jaylen-clark,Signing 1153093
Signing,2026-07-10,Brooklyn Nets signed forward Joshua Jefferson to a Rookie Scale Contract.,BRK,1643538.0,joshua-jefferson,Signing 1153094
Signing,2026-07-10,Denver Nuggets signed forward Trevon Brazile to a Contract.,DEN,1642350.0,trevon-brazile,Signing 1153096
Signing,2026-07-10,Atlanta Hawks re-signed center Jock Landale to a Contract.,ATL,1629111.0,jock-landale,Signing 1153099
Signing,2026-07-10,San Antonio Spurs re-signed forward Victor Wembanyama to a Rookie Scale Extension.,SAS,1641705.0,victor-wembanyama,Signing 1153100
Signing,2026-07-10,Chicago Bulls signed guard Norman Powell to a Contract.,CHI,1626181.0,norman-powell,Signing 1153102
Signing,2026-07-10,New Orleans Pelicans re-signed center DeAndre Jordan to a Contract.,NOP,201599.0,deandre-jordan,Signing 1153103
Signing,2026-07-10,Minnesota Timberwolves signed forward Trey Lyles to a Contract.,MIN,1626168.0,trey-lyles,Signing 1153104
Trade,2026-07-10,Chicago Bulls received center Nic Claxton from Brooklyn Nets.,CHI,1629651.0,nic-claxton,Trade 2026008
Trade,2026-07-10,Minnesota Timberwolves received guard Josh Green from Charlotte Hornets.,MIN,1630182.0,josh-green,Trade 2026008
Trade,2026-07-10,Minnesota Timberwolves received guard LaMelo Ball from Charlotte Hornets.,MIN,1630163.0,lamelo-ball,Trade 2026008
Trade,2026-07-10,Brooklyn Nets received forward Julius Randle from Minnesota Timberwolves.,BRK,203944.0,julius-randle,Trade 2026008
Trade,2026-07-10,Charlotte Hornets received forward Mouhamadou Gueye from Chicago Bulls.,CHO,1631338.0,mouhamadou-gueye,Trade 2026008
Trade,2026-07-10,Charlotte Hornets received center Naz Reid from Minnesota Timberwolves.,CHO,1629675.0,naz-reid,Trade 2026008
Trade,2026-07-10,Charlotte Hornets received draft consideration from Minnesota Timberwolves.,CHO,0.0,,Trade 2026008
Waive,2026-07-10,Brooklyn Nets waived guard Malachi Smith.,BRK,1641869.0,malachi-smith,Waive 1153098
Signing,2026-07-09,Indiana Pacers signed forward Larry Nance Jr. to a Contract.,IND,1626204.0,larry-nance-jr,Signing 1153051
Signing,2026-07-09,Indiana Pacers re-signed forward Kobe Brown to a Two-Way Contract.,IND,1641738.0,kobe-brown,Signing 1153052
Signing,2026-07-09,Houston Rockets re-signed forward Tari Eason to a Contract.,HOU,1631106.0,tari-eason,Signing 1153055
Signing,2026-07-09,Utah Jazz re-signed center Jusuf Nurkic to a Contract.,UTA,203994.0,jusuf-nurkic,Signing 1153056
Signing,2026-07-09,Golden State Warriors re-signed center Charles Bassey to a Contract.,GSW,1629646.0,charles-bassey,Signing 1153058
Signing,2026-07-09,Detroit Pistons re-signed guard Kevin Huerter to a Contract.,DET,1628989.0,kevin-huerter,Signing 1153059
Signing,2026-07-09,LA Clippers signed forward Baba Miller to a Contract.,LAC,1642394.0,baba-miller,Signing 1153063
Signing,2026-07-09,Milwaukee Bucks re-signed forward Ousmane Dieng to a Contract.,MIL,1631172.0,ousmane-dieng,Signing 1153064
Signing,2026-07-09,LA Clippers re-signed guard Jordan Miller to a Contract.,LAC,1641757.0,jordan-miller,Signing 1153065
Signing,2026-07-09,Utah Jazz signed center Jaxson Hayes to a Contract.,UTA,1629637.0,jaxson-hayes,Signing 1153077
Signing,2026-07-09,Utah Jazz signed guard Josh Okogie to a Contract.,UTA,1629006.0,josh-okogie,Signing 1153078
Waive,2026-07-09,Boston Celtics waived forward Dalano Banton.,BOS,1630625.0,dalano-banton,Waive 1153057
Signing,2026-07-08,San Antonio Spurs re-signed forward Harrison Barnes to a Contract.,SAS,203084.0,harrison-barnes,Signing 1153020
Signing,2026-07-08,Houston Rockets signed guard Bogdan Bogdanovic to a Contract.,HOU,203992.0,bogdan-bogdanovic,Signing 1153036
Signing,2026-07-08,Philadelphia 76ers signed guard Rayan Rupert to a Two-Way Contract.,PHI,1641712.0,rayan-rupert,Signing 1153037
Signing,2026-07-08,Memphis Grizzlies signed center Quinten Post to a Contract.,MEM,1642366.0,quinten-post,Signing 1153039
Signing,2026-07-08,Milwaukee Bucks signed forward Nate Ament to a Rookie Scale Contract.,MIL,1643417.0,nate-ament,Signing 1153040
Signing,2026-07-08,Cleveland Cavaliers re-signed guard Donovan Mitchell to a Veteran Extension.,CLE,1628378.0,donovan-mitchell,Signing 1153043
Signing,2026-07-08,Detroit Pistons re-signed guard Javonte Green to a Contract.,DET,1629750.0,javonte-green,Signing 1153045
Signing,2026-07-08,Detroit Pistons signed guard Elijah Harkless to a Two-Way Contract.,DET,1641989.0,elijah-harkless,Signing 1153046
Signing,2026-07-08,Milwaukee Bucks signed forward Pete Nance to a Contract.,MIL,1631250.0,pete-nance,Signing 1153047
Trade,2026-07-08,Dallas Mavericks received forward Santi Aldama from Memphis Grizzlies.,DAL,1630583.0,santi-aldama,Trade 2026006
Trade,2026-07-08,Dallas Mavericks received guard Marcus Sasser from Detroit Pistons.,DAL,1631204.0,marcus-sasser,Trade 2026006
Trade,2026-07-08,LA Clippers received draft consideration from Detroit Pistons.,LAC,0.0,,Trade 2026006
Trade,2026-07-08,Milwaukee Bucks received guard Caris LeVert from Detroit Pistons.,MIL,1627747.0,caris-levert,Trade 2026006
Trade,2026-07-08,Milwaukee Bucks received draft consideration from Detroit Pistons.,MIL,0.0,,Trade 2026006
Trade,2026-07-08,Memphis Grizzlies received guard AJ Johnson from Dallas Mavericks.,MEM,1642358.0,aj-johnson,Trade 2026006
Trade,2026-07-08,Memphis Grizzlies received draft consideration from Dallas Mavericks.,MEM,0.0,,Trade 2026006
Trade,2026-07-08,Memphis Grizzlies received guard D'Angelo Russell from Washington Wizards.,MEM,1626156.0,dangelo-russell,Trade 2026006
Trade,2026-07-08,Memphis Grizzlies received draft consideration from Washington Wizards.,MEM,0.0,,Trade 2026006
Trade,2026-07-08,Memphis Grizzlies received forward Isaiah Stewart from Detroit Pistons.,MEM,1630191.0,isaiah-stewart,Trade 2026006
Trade,2026-07-08,Washington Wizards received forward Khris Middleton from Dallas Mavericks.,WAS,203114.0,khris-middleton,Trade 2026006
Trade,2026-07-08,Washington Wizards received draft consideration from Dallas Mavericks.,WAS,0.0,,Trade 2026006
Trade,2026-07-08,Detroit Pistons received forward John Collins from LA Clippers.,DET,1628381.0,john-collins,Trade 2026006
Trade,2026-07-08,Detroit Pistons received forward Taurean Prince from Milwaukee Bucks.,DET,1627752.0,taurean-prince,Trade 2026006
Trade,2026-07-08,Detroit Pistons received guard Gary Harris from Milwaukee Bucks.,DET,203914.0,gary-harris,Trade 2026006
Trade,2026-07-08,Detroit Pistons received draft consideration from Memphis Grizzlies.,DET,0.0,,Trade 2026006
Trade,2026-07-08,Los Angeles Lakers received center Walker Kessler from Utah Jazz.,LAL,1631117.0,walker-kessler,Trade 2026007
Trade,2026-07-08,Utah Jazz received draft consideration from Los Angeles Lakers.,UTA,0.0,,Trade 2026007
Waive,2026-07-08,Denver Nuggets waived center Jonas Valanciunas.,DEN,202685.0,jonas-valanciunas,Waive 1153029
Waive,2026-07-08,Indiana Pacers waived center Micah Potter.,IND,1630695.0,micah-potter,Waive 1153030
Signing,2026-07-07,Houston Rockets signed guard Bruce Thornton to a Contract.,HOU,1643570.0,bruce-thornton,Signing 1152901
Signing,2026-07-07,Cleveland Cavaliers re-signed center Thomas Bryant to a Contract.,CLE,1628418.0,thomas-bryant,Signing 1152902
Signing,2026-07-07,Phoenix Suns re-signed center Mark Williams to a Contract.,PHO,1631109.0,mark-williams,Signing 1152903
Signing,2026-07-07,Phoenix Suns re-signed guard Jordan Goodwin to a Contract.,PHO,1630692.0,jordan-goodwin,Signing 1152904
Signing,2026-07-07,Phoenix Suns re-signed guard Collin Gillespie to a Contract.,PHO,1631221.0,collin-gillespie,Signing 1152905
Signing,2026-07-07,Washington Wizards signed center Felix Okpara to a Two-Way Contract.,WAS,1643590.0,felix-okpara,Signing 1152906
Signing,2026-07-07,Sacramento Kings re-signed forward Precious Achiuwa to a Contract.,SAC,1630173.0,precious-achiuwa,Signing 1152911
Signing,2026-07-07,Utah Jazz signed guard Trey Alexander to a Two-Way Contract.,UTA,1641725.0,trey-alexander,Signing 1152912
Signing,2026-07-07,New Orleans Pelicans re-signed center Hunter Dickinson to a Two-Way Contract.,NOP,1630621.0,hunter-dickinson,Signing 1152931
Signing,2026-07-07,LA Clippers re-signed guard Kobe Sanders to a Contract.,LAC,1642920.0,kobe-sanders,Signing 1152951
Signing,2026-07-07,Los Angeles Lakers signed forward Sandro Mamukelashvili to a Contract.,LAL,1630572.0,sandro-mamukelashvili,Signing 1152956
Signing,2026-07-07,Los Angeles Lakers signed guard Quentin Grimes to a Contract.,LAL,1629656.0,quentin-grimes,Signing 1152957
Signing,2026-07-07,Houston Rockets signed guard Quadir Copeland to a Two-Way Contract.,HOU,1643595.0,quadir-copeland,Signing 1152960
Signing,2026-07-07,Indiana Pacers signed forward Kelly Oubre Jr. to a Contract.,IND,1626162.0,kelly-oubre-jr,Signing 1152976
Trade,2026-07-07,Los Angeles Lakers received guard Jaden Hardy from Washington Wizards.,LAL,1630702.0,jaden-hardy,Trade 2026005
Trade,2026-07-07,Los Angeles Lakers received draft consideration from Washington Wizards.,LAL,0.0,,Trade 2026005
Trade,2026-07-07,Washington Wizards received center Deandre Ayton from Los Angeles Lakers.,WAS,1629028.0,deandre-ayton,Trade 2026005
Signing,2026-07-06,Charlotte Hornets signed forward Hannes Steinbach to a Rookie Scale Contract.,CHO,1643419.0,hannes-steinbach,Signing 1152836
Signing,2026-07-06,Charlotte Hornets signed guard Christian Anderson to a Rookie Scale Contract.,CHO,1643515.0,christian-anderson,Signing 1152837
Signing,2026-07-06,Philadelphia 76ers signed forward Dean Wade to a Contract.,PHI,1629731.0,dean-wade,Signing 1152843
Signing,2026-07-06,Brooklyn Nets signed center Day'Ron Sharpe to a Contract.,BRK,1630549.0,dayron-sharpe,Signing 1152844
Signing,2026-07-06,Brooklyn Nets signed forward Josh Minott to a Contract.,BRK,1631169.0,josh-minott,Signing 1152845
Signing,2026-07-06,Philadelphia 76ers signed guard Anfernee Simons to a Contract.,PHI,1629014.0,anfernee-simons,Signing 1152861
Signing,2026-07-06,Detroit Pistons signed guard Ebuka Okorie to a Rookie Scale Contract.,DET,1643536.0,ebuka-okorie,Signing 1152866
Signing,2026-07-06,Boston Celtics re-signed guard Ron Harper Jr. to a Contract.,BOS,1631199.0,ron-harper-jr,Signing 1152869
Signing,2026-07-06,Boston Celtics re-signed center Neemias Queta to a Veteran Extension.,BOS,1629674.0,neemias-queta,Signing 1152870
Signing,2026-07-06,Miami Heat re-signed forward Andrew Wiggins to a Veteran Extension.,MIA,203952.0,andrew-wiggins,Signing 1152871
Signing,2026-07-06,Golden State Warriors re-signed center Al Horford to a Contract.,GSW,201143.0,al-horford,Signing 1152872
Signing,2026-07-06,Phoenix Suns re-signed guard Koby Brea to a Two-Way Contract.,PHO,1642886.0,koby-brea,Signing 1152873
Signing,2026-07-06,Charlotte Hornets re-signed guard Coby White to a Contract.,CHO,1629632.0,coby-white,Signing 1152874
Signing,2026-07-06,Toronto Raptors signed forward Kyle Anderson to a Contract.,TOR,203937.0,kyle-anderson,Signing 1152878
Signing,2026-07-06,Brooklyn Nets signed guard Keon Ellis to a Contract.,BRK,1631165.0,keon-ellis,Signing 1152879
Signing,2026-07-06,Charlotte Hornets signed guard Michael Ajayi to a Two-Way Contract.,CHO,1642369.0,michael-ajayi,Signing 1152880
Signing,2026-07-06,Charlotte Hornets signed guard Kylan Boswell to a Two-Way Contract.,CHO,1643573.0,kylan-boswell,Signing 1152881
