transaction_type,transaction_date,description,team_abbr,player_id,player_slug,group_sort,dedupe_key,source,source_url
Signing,2026-02-17,San Antonio Spurs signed forward Mason Plumlee to a 10-Day Contract.,SAS,203486.0,mason-plumlee,Signing 1145423,2026-02-17|SAS|203486.0|Signing|San Antonio Spurs signed forward Mason Plumlee to a 10-Day Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Waive,2026-02-18,Atlanta Hawks waived guard Nikola Djurisic.,ATL,1642365.0,nikola-djurisic,Waive 1145584,2026-02-18|ATL|1642365.0|Waive|Atlanta Hawks waived guard Nikola Djurisic.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-02-18,LA Clippers re-signed guard Jordan Miller to a Rest-of-Season Contract.,LAC,1641757.0,jordan-miller,Signing 1145582,2026-02-18|LAC|1641757.0|Signing|LA Clippers re-signed guard Jordan Miller to a Rest-of-Season Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-02-18,Miami Heat re-signed forward Myron Gardner to a Rest-of-Season Contract.,MIA,1642066.0,myron-gardner,Signing 1145569,2026-02-18|MIA|1642066.0|Signing|Miami Heat re-signed forward Myron Gardner to a Rest-of-Season Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-02-18,Miami Heat signed guard Trevor Keels to a Two-Way Contract.,MIA,1631211.0,trevor-keels,Signing 1145573,2026-02-18|MIA|1631211.0|Signing|Miami Heat signed guard Trevor Keels to a Two-Way Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Waive,2026-02-18,Minnesota Timberwolves waived guard Johnny Juzang.,MIN,1630548.0,johnny-juzang,Waive 1145585,2026-02-18|MIN|1630548.0|Waive|Minnesota Timberwolves waived guard Johnny Juzang.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-02-18,Philadelphia 76ers signed guard Cameron Payne to a Rest-of-Season Contract.,PHI,1626166.0,cameron-payne,Signing 1145567,2026-02-18|PHI|1626166.0|Signing|Philadelphia 76ers signed guard Cameron Payne to a Rest-of-Season Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-02-18,Signed Haywood Highsmith (NBA.com roster signing date),PHO,1629312.0,haywood-highsmith,NBA roster signing 1629312,2026-02-18|PHO|1629312.0|Signing|Signed Haywood Highsmith (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612756
Signing,2026-02-18,Signed Haywood Highsmith (NBA.com roster signing date),PHO,1629312,haywood-highsmith,NBA roster signing 1629312,2026-02-18|PHO|1629312|Signing|Signed Haywood Highsmith (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612756
ContractConverted,2026-02-19,Atlanta Hawks converted the contract of guard Caleb Houstan to an NBA Contract.,ATL,1631216.0,caleb-houstan,ContractConverted 1145722,2026-02-19|ATL|1631216.0|ContractConverted|Atlanta Hawks converted the contract of guard Caleb Houstan to an NBA Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-02-19,Boston Celtics re-signed guard John Tonje to a 10-Day Contract.,BOS,1642910.0,john-tonje,Signing 1145737,2026-02-19|BOS|1642910.0|Signing|Boston Celtics re-signed guard John Tonje to a 10-Day Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-02-19,Boston Celtics signed forward Dalano Banton to a 10-Day Contract.,BOS,1630625.0,dalano-banton,Signing 1145746,2026-02-19|BOS|1630625.0|Signing|Boston Celtics signed forward Dalano Banton to a 10-Day Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Waive,2026-02-19,Cleveland Cavaliers waived forward Emanuel Miller.,CLE,1641801.0,emanuel-miller,Waive 1145855,2026-02-19|CLE|1641801.0|Waive|Cleveland Cavaliers waived forward Emanuel Miller.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
ContractConverted,2026-02-19,Denver Nuggets converted the contract of forward Spencer Jones to an NBA Contract.,DEN,1642461.0,spencer-jones,ContractConverted 1145721,2026-02-19|DEN|1642461.0|ContractConverted|Denver Nuggets converted the contract of forward Spencer Jones to an NBA Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-02-19,Signed KJ Simpson (NBA.com roster signing date),DEN,1642354.0,kj-simpson,NBA roster signing 1642354,2026-02-19|DEN|1642354.0|Signing|Signed KJ Simpson (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612743
Signing,2026-02-19,Signed KJ Simpson (NBA.com roster signing date),DEN,1642354,kj-simpson,NBA roster signing 1642354,2026-02-19|DEN|1642354|Signing|Signed KJ Simpson (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612743
Signing,2026-02-19,LA Clippers signed guard Sean Pedulla to a Two-Way Contract.,LAC,1642951.0,sean-pedulla,Signing 1145748,2026-02-19|LAC|1642951.0|Signing|LA Clippers signed guard Sean Pedulla to a Two-Way Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-02-19,Philadelphia 76ers re-signed forward Jabari Walker to a Rest-of-Season Contract.,PHI,1631133.0,jabari-walker,Signing 1145716,2026-02-19|PHI|1631133.0|Signing|Philadelphia 76ers re-signed forward Jabari Walker to a Rest-of-Season Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-02-19,Signed Tyrese Martin (NBA.com roster signing date),PHI,1631213.0,tyrese-martin,NBA roster signing 1631213,2026-02-19|PHI|1631213.0|Signing|Signed Tyrese Martin (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612755
Signing,2026-02-19,Signed Tyrese Martin (NBA.com roster signing date),PHI,1631213,tyrese-martin,NBA roster signing 1631213,2026-02-19|PHI|1631213|Signing|Signed Tyrese Martin (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612755
Signing,2026-02-20,Cleveland Cavaliers signed guard Darius Brown to a Two-Way Contract.,CLE,1642468.0,darius-brown,Signing 1145792,2026-02-20|CLE|1642468.0|Signing|Cleveland Cavaliers signed guard Darius Brown to a Two-Way Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-02-20,Signed Norchad Omier (NBA.com roster signing date),LAC,1641807.0,norchad-omier,NBA roster signing 1641807,2026-02-20|LAC|1641807.0|Signing|Signed Norchad Omier (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612746
Signing,2026-02-20,Signed Norchad Omier (NBA.com roster signing date),LAC,1641807,norchad-omier,NBA roster signing 1641807,2026-02-20|LAC|1641807|Signing|Signed Norchad Omier (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612746
Signing,2026-02-20,New Orleans Pelicans re-signed guard Bryce McGowens to a Rest-of-Season Contract.,NOP,1631121.0,bryce-mcgowens,Signing 1145795,2026-02-20|NOP|1631121.0|Signing|New Orleans Pelicans re-signed guard Bryce McGowens to a Rest-of-Season Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Waive,2026-02-20,Portland Trail Blazers waived guard Rayan Rupert.,POR,1641712.0,rayan-rupert,Waive 1145852,2026-02-20|POR|1641712.0|Waive|Portland Trail Blazers waived guard Rayan Rupert.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-02-20,Portland Trail Blazers re-signed guard Sidy Cissoko to a Rest-of-Season Contract.,POR,1631321.0,sidy-cissoko,Signing 1145786,2026-02-20|POR|1631321.0|Signing|Portland Trail Blazers re-signed guard Sidy Cissoko to a Rest-of-Season Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-02-21,Washington Wizards re-signed forward Tristan Vukcevic to a Rest-of-Season Contract.,WAS,1641774.0,tristan-vukcevic,Signing 1145862,2026-02-21|WAS|1641774.0|Signing|Washington Wizards re-signed forward Tristan Vukcevic to a Rest-of-Season Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-02-21,Washington Wizards signed forward Leaky Black to a Two-Way Contract.,WAS,1641778.0,leaky-black,Signing 1145863,2026-02-21|WAS|1641778.0|Signing|Washington Wizards signed forward Leaky Black to a Two-Way Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-02-22,Memphis Grizzlies signed guard Rayan Rupert to a 10-Day Contract.,MEM,1641712.0,rayan-rupert,Signing 1145858,2026-02-22|MEM|1641712.0|Signing|Memphis Grizzlies signed guard Rayan Rupert to a 10-Day Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-02-22,Sacramento Kings signed forward Patrick Baldwin Jr. to a Two-Way Contract.,SAC,1631116.0,patrick-baldwin-jr,Signing 1145851,2026-02-22|SAC|1631116.0|Signing|Sacramento Kings signed forward Patrick Baldwin Jr. to a Two-Way Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-02-23,Sacramento Kings signed guard Killian Hayes to a 10-Day Contract.,SAC,1630165.0,killian-hayes,Signing 1145879,2026-02-23|SAC|1630165.0|Signing|Sacramento Kings signed guard Killian Hayes to a 10-Day Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Waive,2026-02-23,San Antonio Spurs waived guard Stanley Umude.,SAS,1630649.0,stanley-umude,Waive 1145886,2026-02-23|SAS|1630649.0|Waive|San Antonio Spurs waived guard Stanley Umude.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-02-23,San Antonio Spurs signed forward Emanuel Miller to a Two-Way Contract.,SAS,1641801.0,emanuel-miller,Signing 1145880,2026-02-23|SAS|1641801.0|Signing|San Antonio Spurs signed forward Emanuel Miller to a Two-Way Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-02-25,Minnesota Timberwolves signed guard Jules Bernard to a Two-Way Contract.,MIN,1631262.0,jules-bernard,Signing 1146069,2026-02-25|MIN|1631262.0|Signing|Minnesota Timberwolves signed guard Jules Bernard to a Two-Way Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Waive,2026-02-26,Memphis Grizzlies waived forward Kyle Anderson.,MEM,203937.0,kyle-anderson,Waive 1146134,2026-02-26|MEM|203937.0|Waive|Memphis Grizzlies waived forward Kyle Anderson.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-02-26,Signed Taj Gibson (NBA.com roster signing date),MEM,201959.0,taj-gibson,NBA roster signing 201959,2026-02-26|MEM|201959.0|Signing|Signed Taj Gibson (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612763
