transaction_type,transaction_date,description,team_abbr,player_id,player_slug,group_sort,dedupe_key,source,source_url
Signing,2026-07-10,Signed Marcus Smart (NBA.com roster signing date),HOU,203935.0,marcus-smart,NBA roster signing 203935,2026-07-10|HOU|203935.0|Signing|Signed Marcus Smart (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612745
Signing,2026-07-10,Signed Marcus Smart (NBA.com roster signing date),HOU,203935,marcus-smart,NBA roster signing 203935,2026-07-10|HOU|203935|Signing|Signed Marcus Smart (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612745
Trade,2026-07-10,Minnesota Timberwolves received guard Josh Green from Charlotte Hornets.,MIN,1630182.0,josh-green,Trade 2026008,2026-07-10|MIN|1630182.0|Trade|Minnesota Timberwolves received guard Josh Green from Charlotte Hornets.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-07-10,Minnesota Timberwolves received guard LaMelo Ball from Charlotte Hornets.,MIN,1630163.0,lamelo-ball,Trade 2026008,2026-07-10|MIN|1630163.0|Trade|Minnesota Timberwolves received guard LaMelo Ball from Charlotte Hornets.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-10,Minnesota Timberwolves re-signed guard Ayo Dosunmu to a Contract.,MIN,1630245.0,ayo-dosunmu,Signing 1153092,2026-07-10|MIN|1630245.0|Signing|Minnesota Timberwolves re-signed guard Ayo Dosunmu to a Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-10,Minnesota Timberwolves re-signed guard Jaylen Clark to a Contract.,MIN,1641740.0,jaylen-clark,Signing 1153093,2026-07-10|MIN|1641740.0|Signing|Minnesota Timberwolves re-signed guard Jaylen Clark to a Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-10,Signed Trey Lyles (NBA.com roster signing date),MIN,1626168.0,trey-lyles,NBA roster signing 1626168,2026-07-10|MIN|1626168.0|Signing|Signed Trey Lyles (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612750
Signing,2026-07-10,Signed Trey Lyles (NBA.com roster signing date),MIN,1626168,trey-lyles,NBA roster signing 1626168,2026-07-10|MIN|1626168|Signing|Signed Trey Lyles (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612750
Signing,2026-07-10,New Orleans Pelicans re-signed center DeAndre Jordan to a Contract.,NOP,201599.0,deandre-jordan,Signing 1153103,2026-07-10|NOP|201599.0|Signing|New Orleans Pelicans re-signed center DeAndre Jordan to a Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-10,New York Knicks re-signed guard Jordan Clarkson to a Contract.,NYK,203903.0,jordan-clarkson,Signing 1153090,2026-07-10|NYK|203903.0|Signing|New York Knicks re-signed guard Jordan Clarkson to a Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
AwardOnWaivers,2026-07-10,Portland Trail Blazers claimed center Micah Potter off waivers.,POR,1630695.0,micah-potter,AwardedOnWaivers 1153095,2026-07-10|POR|1630695.0|AwardOnWaivers|Portland Trail Blazers claimed center Micah Potter off waivers.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-10,San Antonio Spurs re-signed forward Victor Wembanyama to a Rookie Scale Extension.,SAS,1641705.0,victor-wembanyama,Signing 1153100,2026-07-10|SAS|1641705.0|Signing|San Antonio Spurs re-signed forward Victor Wembanyama to a Rookie Scale Extension.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-10,Utah Jazz signed center Mo Bamba to a Contract.,UTA,1628964.0,mo-bamba,Signing 1153089,2026-07-10|UTA|1628964.0|Signing|Utah Jazz signed center Mo Bamba to a Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-11,Signed Collin Sexton (NBA.com roster signing date),LAL,1629012.0,collin-sexton,NBA roster signing 1629012,2026-07-11|LAL|1629012.0|Signing|Signed Collin Sexton (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612747
Signing,2026-07-11,Signed Collin Sexton (NBA.com roster signing date),LAL,1629012,collin-sexton,NBA roster signing 1629012,2026-07-11|LAL|1629012|Signing|Signed Collin Sexton (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612747
Signing,2026-07-11,Minnesota Timberwolves signed forward Isaiah Evans to a Contract.,MIN,1642912.0,isaiah-evans,Signing 1153106,2026-07-11|MIN|1642912.0|Signing|Minnesota Timberwolves signed forward Isaiah Evans to a Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-12,Los Angeles Lakers re-signed guard Austin Reaves to a Contract.,LAL,1630559.0,austin-reaves,Signing 1153109,2026-07-12|LAL|1630559.0|Signing|Los Angeles Lakers re-signed guard Austin Reaves to a Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-12,Signed Kevon Looney (NBA.com roster signing date),LAL,1626172.0,kevon-looney,NBA roster signing 1626172,2026-07-12|LAL|1626172.0|Signing|Signed Kevon Looney (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612747
Signing,2026-07-12,Signed Kevon Looney (NBA.com roster signing date),LAL,1626172,kevon-looney,NBA roster signing 1626172,2026-07-12|LAL|1626172|Signing|Signed Kevon Looney (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612747
Trade,2026-07-13,Charlotte Hornets received guard Grayson Allen from Phoenix Suns.,CHO,1628960.0,grayson-allen,Trade 2026009,2026-07-13|CHO|1628960.0|Trade|Charlotte Hornets received guard Grayson Allen from Phoenix Suns.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-07-13,Charlotte Hornets received forward Royce O'Neale from Phoenix Suns.,CHO,1626220.0,royce-oneale,Trade 2026009,2026-07-13|CHO|1626220.0|Trade|Charlotte Hornets received forward Royce O'Neale from Phoenix Suns.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-07-13,Charlotte Hornets received draft consideration from Phoenix Suns.,CHO,0.0,,Trade 2026009,2026-07-13|CHO|0.0|Trade|Charlotte Hornets received draft consideration from Phoenix Suns.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-13,Signed Alpha Diallo (NBA.com roster signing date),DEN,1643813.0,alpha-diallo,NBA roster signing 1643813,2026-07-13|DEN|1643813.0|Signing|Signed Alpha Diallo (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612743
Signing,2026-07-13,Signed Alpha Diallo (NBA.com roster signing date),DEN,1643813,alpha-diallo,NBA roster signing 1643813,2026-07-13|DEN|1643813|Signing|Signed Alpha Diallo (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612743
Signing,2026-07-13,Memphis Grizzlies signed forward Cameron Boozer to a Rookie Scale Contract.,MEM,1643409.0,cameron-boozer,Signing 1153118,2026-07-13|MEM|1643409.0|Signing|Memphis Grizzlies signed forward Cameron Boozer to a Rookie Scale Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-07-13,Phoenix Suns received forward Miles Bridges from Charlotte Hornets.,PHO,1628970.0,miles-bridges,Trade 2026009,2026-07-13|PHO|1628970.0|Trade|Phoenix Suns received forward Miles Bridges from Charlotte Hornets.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-07-13,Phoenix Suns received draft consideration from Charlotte Hornets.,PHO,0.0,,Trade 2026009,2026-07-13|PHO|0.0|Trade|Phoenix Suns received draft consideration from Charlotte Hornets.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-13,San Antonio Spurs re-signed guard Jordan McLaughlin to a Contract.,SAS,1629162.0,jordan-mclaughlin,Signing 1153120,2026-07-13|SAS|1629162.0|Signing|San Antonio Spurs re-signed guard Jordan McLaughlin to a Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-14,Signed Milos Uzan (NBA.com roster signing date),BOS,1642870.0,milos-uzan,NBA roster signing 1642870,2026-07-14|BOS|1642870.0|Signing|Signed Milos Uzan (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612738
Signing,2026-07-14,Signed Tucker DeVries (NBA.com roster signing date),BOS,1643620.0,tucker-devries,NBA roster signing 1643620,2026-07-14|BOS|1643620.0|Signing|Signed Tucker DeVries (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612738
Signing,2026-07-14,Signed Milos Uzan (NBA.com roster signing date),BOS,1642870,milos-uzan,NBA roster signing 1642870,2026-07-14|BOS|1642870|Signing|Signed Milos Uzan (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612738
Signing,2026-07-14,Signed Tucker DeVries (NBA.com roster signing date),BOS,1643620,tucker-devries,NBA roster signing 1643620,2026-07-14|BOS|1643620|Signing|Signed Tucker DeVries (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612738
Signing,2026-07-14,Denver Nuggets re-signed guard Tyus Jones to a Contract.,DEN,1626145.0,tyus-jones,Signing 1153126,2026-07-14|DEN|1626145.0|Signing|Denver Nuggets re-signed guard Tyus Jones to a Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-14,Signed Luke Kennard (NBA.com roster signing date),PHO,1628379.0,luke-kennard,NBA roster signing 1628379,2026-07-14|PHO|1628379.0|Signing|Signed Luke Kennard (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612756
Signing,2026-07-14,Signed Luke Kennard (NBA.com roster signing date),PHO,1628379,luke-kennard,NBA roster signing 1628379,2026-07-14|PHO|1628379|Signing|Signed Luke Kennard (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612756
Signing,2026-07-15,Signed Marvin Bagley III (NBA.com roster signing date),DEN,1628963.0,marvin-bagley-iii,NBA roster signing 1628963,2026-07-15|DEN|1628963.0|Signing|Signed Marvin Bagley III (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612743
Signing,2026-07-15,Signed Marvin Bagley III (NBA.com roster signing date),DEN,1628963,marvin-bagley-iii,NBA roster signing 1628963,2026-07-15|DEN|1628963|Signing|Signed Marvin Bagley III (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612743
Signing,2026-07-15,Milwaukee Bucks re-signed guard Gary Trent Jr. to a Contract.,MIL,1629018.0,gary-trent-jr,Signing 1153134,2026-07-15|MIL|1629018.0|Signing|Milwaukee Bucks re-signed guard Gary Trent Jr. to a Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-16,Miami Heat re-signed center Vladislav Goldin to a Two-Way Contract.,MIA,1642884.0,vladislav-goldin,Signing 1153136,2026-07-16|MIA|1642884.0|Signing|Miami Heat re-signed center Vladislav Goldin to a Two-Way Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-07-19,Atlanta Hawks received guard Ryan Nembhard from Dallas Mavericks.,ATL,1642948.0,ryan-nembhard,Trade 2026010,2026-07-19|ATL|1642948.0|Trade|Atlanta Hawks received guard Ryan Nembhard from Dallas Mavericks.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-07-19,Atlanta Hawks received guard Luguentz Dort from Oklahoma City Thunder.,ATL,1629652.0,luguentz-dort,Trade 2026010,2026-07-19|ATL|1629652.0|Trade|Atlanta Hawks received guard Luguentz Dort from Oklahoma City Thunder.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-07-19,Dallas Mavericks received forward Zaccharie Risacher from Atlanta Hawks.,DAL,1642258.0,zaccharie-risacher,Trade 2026010,2026-07-19|DAL|1642258.0|Trade|Dallas Mavericks received forward Zaccharie Risacher from Atlanta Hawks.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-07-19,Dallas Mavericks received draft consideration from Atlanta Hawks.,DAL,0.0,,Trade 2026010,2026-07-19|DAL|0.0|Trade|Dallas Mavericks received draft consideration from Atlanta Hawks.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-19,Signed Ziaire Williams (NBA.com roster signing date),LAL,1630533.0,ziaire-williams,NBA roster signing 1630533,2026-07-19|LAL|1630533.0|Signing|Signed Ziaire Williams (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612747
Signing,2026-07-19,Signed Ziaire Williams (NBA.com roster signing date),LAL,1630533,ziaire-williams,NBA roster signing 1630533,2026-07-19|LAL|1630533|Signing|Signed Ziaire Williams (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612747
Trade,2026-07-19,Oklahoma City Thunder received draft consideration from Atlanta Hawks.,OKC,0.0,,Trade 2026010,2026-07-19|OKC|0.0|Trade|Oklahoma City Thunder received draft consideration from Atlanta Hawks.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-07-19,Oklahoma City Thunder received draft consideration from Dallas Mavericks.,OKC,0.0,,Trade 2026010,2026-07-19|OKC|0.0|Trade|Oklahoma City Thunder received draft consideration from Dallas Mavericks.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Waive,2026-07-20,Dallas Mavericks waived forward Tyler Smith.,DAL,1641890.0,tyler-smith,Waive 1153188,2026-07-20|DAL|1641890.0|Waive|Dallas Mavericks waived forward Tyler Smith.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-20,Signed Jett Howard (NBA.com roster signing date),DAL,1641724.0,jett-howard,NBA roster signing 1641724,2026-07-20|DAL|1641724.0|Signing|Signed Jett Howard (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612742
Signing,2026-07-20,Signed Jett Howard (NBA.com roster signing date),DAL,1641724,jett-howard,NBA roster signing 1641724,2026-07-20|DAL|1641724|Signing|Signed Jett Howard (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612742
Waive,2026-07-20,Indiana Pacers waived guard Taelon Peter.,IND,1643007.0,taelon-peter,Waive 1153187,2026-07-20|IND|1643007.0|Waive|Indiana Pacers waived guard Taelon Peter.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Waive,2026-07-21,Los Angeles Lakers waived guard Peter Suder.,LAL,1643614.0,peter-suder,Waive 1153195,2026-07-21|LAL|1643614.0|Waive|Los Angeles Lakers waived guard Peter Suder.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-21,Los Angeles Lakers signed forward Arthur Kaluma to a Two-Way Contract.,LAL,1641751.0,arthur-kaluma,Signing 1153196,2026-07-21|LAL|1641751.0|Signing|Los Angeles Lakers signed forward Arthur Kaluma to a Two-Way Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-22,Signed Jalen Wilson (NBA.com roster signing date),ATL,1630592.0,jalen-wilson,NBA roster signing 1630592,2026-07-22|ATL|1630592.0|Signing|Signed Jalen Wilson (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612737
Signing,2026-07-22,Signed Jalen Wilson (NBA.com roster signing date),ATL,1630592,jalen-wilson,NBA roster signing 1630592,2026-07-22|ATL|1630592|Signing|Signed Jalen Wilson (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612737
Signing,2026-07-22,Dallas Mavericks signed center Moussa Cisse to a Contract.,DAL,1630619.0,moussa-cisse,Signing 1153200,2026-07-22|DAL|1630619.0|Signing|Dallas Mavericks signed center Moussa Cisse to a Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-22,Houston Rockets re-signed forward Isaiah Crawford to a Contract.,HOU,1642384.0,isaiah-crawford,Signing 1153202,2026-07-22|HOU|1642384.0|Signing|Houston Rockets re-signed forward Isaiah Crawford to a Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-22,Indiana Pacers re-signed forward Jalen Slawson to a Two-Way Contract.,IND,1641771.0,jalen-slawson,Signing 1153197,2026-07-22|IND|1641771.0|Signing|Indiana Pacers re-signed forward Jalen Slawson to a Two-Way Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Waive,2026-07-22,San Antonio Spurs waived forward Emanuel Miller.,SAS,1641801.0,emanuel-miller,Waive 1153209,2026-07-22|SAS|1641801.0|Waive|San Antonio Spurs waived forward Emanuel Miller.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-22,San Antonio Spurs re-signed guard David Jones Garcia to a Two-Way Contract.,SAS,1642357.0,david-jones-garcia,Signing 1153199,2026-07-22|SAS|1642357.0|Signing|San Antonio Spurs re-signed guard David Jones Garcia to a Two-Way Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-23,Boston Celtics re-signed guard Jordan Walsh to a Veteran Extension.,BOS,1641775.0,jordan-walsh,Signing 1153205,2026-07-23|BOS|1641775.0|Signing|Boston Celtics re-signed guard Jordan Walsh to a Veteran Extension.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-23,Houston Rockets re-signed forward Jae'Sean Tate to a Contract.,HOU,1630256.0,jaesean-tate,Signing 1153206,2026-07-23|HOU|1630256.0|Signing|Houston Rockets re-signed forward Jae'Sean Tate to a Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-23,Signed Oscar Tshiebwe (NBA.com roster signing date),HOU,1631131.0,oscar-tshiebwe,NBA roster signing 1631131,2026-07-23|HOU|1631131.0|Signing|Signed Oscar Tshiebwe (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612745
Signing,2026-07-23,Signed Oscar Tshiebwe (NBA.com roster signing date),HOU,1631131,oscar-tshiebwe,NBA roster signing 1631131,2026-07-23|HOU|1631131|Signing|Signed Oscar Tshiebwe (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612745
Signing,2026-07-23,New Orleans Pelicans signed guard Jaron Pierre Jr. to a Two-Way Contract.,NOP,1643555.0,jaron-pierre-jr,Signing 1153215,2026-07-23|NOP|1643555.0|Signing|New Orleans Pelicans signed guard Jaron Pierre Jr. to a Two-Way Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-24,Signed Julian Phillips (NBA.com roster signing date),HOU,1641763.0,julian-phillips,NBA roster signing 1641763,2026-07-24|HOU|1641763.0|Signing|Signed Julian Phillips (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612745
Signing,2026-07-24,Signed Julian Phillips (NBA.com roster signing date),HOU,1641763,julian-phillips,NBA roster signing 1641763,2026-07-24|HOU|1641763|Signing|Signed Julian Phillips (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612745
Signing,2026-07-24,Signed John Tonje (NBA.com roster signing date),POR,1642910.0,john-tonje,NBA roster signing 1642910,2026-07-24|POR|1642910.0|Signing|Signed John Tonje (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612757
Signing,2026-07-24,Signed John Tonje (NBA.com roster signing date),POR,1642910,john-tonje,NBA roster signing 1642910,2026-07-24|POR|1642910|Signing|Signed John Tonje (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612757
Waive,2026-07-25,Memphis Grizzlies waived guard Kentavious Caldwell-Pope.,MEM,203484.0,kentavious-caldwell-pope,Waive 1153232,2026-07-25|MEM|203484.0|Waive|Memphis Grizzlies waived guard Kentavious Caldwell-Pope.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-25,Signed Kobe Bufkin (NBA.com roster signing date),NOP,1641723.0,kobe-bufkin,NBA roster signing 1641723,2026-07-25|NOP|1641723.0|Signing|Signed Kobe Bufkin (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612740
Signing,2026-07-25,Signed Kobe Bufkin (NBA.com roster signing date),NOP,1641723,kobe-bufkin,NBA roster signing 1641723,2026-07-25|NOP|1641723|Signing|Signed Kobe Bufkin (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612740
Waive,2026-07-25,Philadelphia 76ers waived forward Dalen Terry.,PHI,1631207.0,dalen-terry,Waive 1153233,2026-07-25|PHI|1631207.0|Waive|Philadelphia 76ers waived forward Dalen Terry.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-25,Signed Harrison Ingram (NBA.com roster signing date),UTA,1631127.0,harrison-ingram,NBA roster signing 1631127,2026-07-25|UTA|1631127.0|Signing|Signed Harrison Ingram (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612762
Signing,2026-07-25,Signed Harrison Ingram (NBA.com roster signing date),UTA,1631127,harrison-ingram,NBA roster signing 1631127,2026-07-25|UTA|1631127|Signing|Signed Harrison Ingram (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612762
Signing,2026-07-26,Signed LeBron James (NBA.com roster signing date),PHI,2544.0,lebron-james,NBA roster signing 2544,2026-07-26|PHI|2544.0|Signing|Signed LeBron James (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612755
Signing,2026-07-26,Signed LeBron James (NBA.com roster signing date),PHI,2544,lebron-james,NBA roster signing 2544,2026-07-26|PHI|2544|Signing|Signed LeBron James (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612755
Signing,2026-07-27,Signed Matisse Thybulle (NBA.com roster signing date),LAL,1629680.0,matisse-thybulle,NBA roster signing 1629680,2026-07-27|LAL|1629680.0|Signing|Signed Matisse Thybulle (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612747
Signing,2026-07-27,Signed Matisse Thybulle (NBA.com roster signing date),LAL,1629680,matisse-thybulle,NBA roster signing 1629680,2026-07-27|LAL|1629680|Signing|Signed Matisse Thybulle (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612747
Waive,2026-07-27,Sacramento Kings waived guard Isaiah Stevens.,SAC,1641815.0,isaiah-stevens,Waive 1153235,2026-07-27|SAC|1641815.0|Waive|Sacramento Kings waived guard Isaiah Stevens.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-07-28,LA Clippers received forward Johni Broome from Philadelphia 76ers.,LAC,1641780.0,johni-broome,Trade 2026011,2026-07-28|LAC|1641780.0|Trade|LA Clippers received forward Johni Broome from Philadelphia 76ers.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-07-28,LA Clippers received draft consideration from Philadelphia 76ers.,LAC,0.0,,Trade 2026011,2026-07-28|LAC|0.0|Trade|LA Clippers received draft consideration from Philadelphia 76ers.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-28,Signed Christian Koloko (NBA.com roster signing date),NOP,1631132.0,christian-koloko,NBA roster signing 1631132,2026-07-28|NOP|1631132.0|Signing|Signed Christian Koloko (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612740
Signing,2026-07-28,Signed Christian Koloko (NBA.com roster signing date),NOP,1631132,christian-koloko,NBA roster signing 1631132,2026-07-28|NOP|1631132|Signing|Signed Christian Koloko (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612740
Signing,2026-07-29,Golden State Warriors re-signed forward Draymond Green to a Contract.,GSW,203110.0,draymond-green,Signing 1153249,2026-07-29|GSW|203110.0|Signing|Golden State Warriors re-signed forward Draymond Green to a Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-29,Memphis Grizzlies signed forward Karim Lopez to a Rookie Scale Contract.,MEM,1643510.0,karim-lopez,Signing 1153251,2026-07-29|MEM|1643510.0|Signing|Memphis Grizzlies signed forward Karim Lopez to a Rookie Scale Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Waive,2026-07-30,Charlotte Hornets waived forward Mouhamadou Gueye.,CHO,1631338.0,mouhamadou-gueye,Waive 1153252,2026-07-30|CHO|1631338.0|Waive|Charlotte Hornets waived forward Mouhamadou Gueye.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-31,Signed Moritz Wagner (NBA.com roster signing date),BRK,1629021.0,moritz-wagner,NBA roster signing 1629021,2026-07-31|BRK|1629021.0|Signing|Signed Moritz Wagner (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612751
Signing,2026-07-31,Signed Moritz Wagner (NBA.com roster signing date),BRK,1629021,moritz-wagner,NBA roster signing 1629021,2026-07-31|BRK|1629021|Signing|Signed Moritz Wagner (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612751
Signing,2026-07-31,Signed Mario Hezonja (NBA.com roster signing date),CLE,1626209.0,mario-hezonja,NBA roster signing 1626209,2026-07-31|CLE|1626209.0|Signing|Signed Mario Hezonja (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612739
Signing,2026-07-31,Signed Mario Hezonja (NBA.com roster signing date),CLE,1626209,mario-hezonja,NBA roster signing 1626209,2026-07-31|CLE|1626209|Signing|Signed Mario Hezonja (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612739
Signing,2026-07-31,Denver Nuggets signed forward Spencer Jones to a Contract.,DEN,1642461.0,spencer-jones,Signing 1153256,2026-07-31|DEN|1642461.0|Signing|Denver Nuggets signed forward Spencer Jones to a Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-31,Golden State Warriors re-signed guard De'Anthony Melton to a Contract.,GSW,1629001.0,deanthony-melton,Signing 1153272,2026-07-31|GSW|1629001.0|Signing|Golden State Warriors re-signed guard De'Anthony Melton to a Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-08-01,Golden State Warriors re-signed guard Gary Payton II to a Contract.,GSW,1627780.0,gary-payton-ii,Signing 1153283,2026-08-01|GSW|1627780.0|Signing|Golden State Warriors re-signed guard Gary Payton II to a Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-08-02,Dallas Mavericks re-signed forward Naji Marshall to a Veteran Extension.,DAL,1630230.0,naji-marshall,Signing 1153288,2026-08-02|DAL|1630230.0|Signing|Dallas Mavericks re-signed forward Naji Marshall to a Veteran Extension.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-08-02,Signed Jeremy Sochan (NBA.com roster signing date),POR,1631110.0,jeremy-sochan,NBA roster signing 1631110,2026-08-02|POR|1631110.0|Signing|Signed Jeremy Sochan (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612757
